timestamp,reconstruction_error,anomaly,explanation,Error Count,Response Time (ms),Throughput,hour,period_type,violated_rules,violated_rule_ids,violated_descriptions,violated_severities
2023-01-16 19:25:00,0.0092006849166608,0,High deviation in 'Error Count',1.8,186.566,92.8,19,Off Hours,[],[],[],[]
2023-01-16 19:26:00,0.0090917964862724,0,High deviation in 'Response Time (ms)',2.4,190.086,89.4,19,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 19:27:00,0.0094025757005522,0,High deviation in 'Error Count',1.8,196.838,92.0,19,Off Hours,[],[],[],[]
2023-01-16 19:28:00,0.0091738169839276,0,High deviation in 'Throughput',3.2,250.908,98.4,19,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 19:29:00,0.0089610031187549,0,High deviation in 'Error Count',2.2,193.562,86.6,19,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 19:30:00,0.0087402586976479,0,High deviation in 'Response Time (ms)',0.8,194.61,88.6,19,Off Hours,[],[],[],[]
2023-01-16 19:31:00,0.0094076801682771,0,High deviation in 'Response Time (ms)',1.2,192.308,83.2,19,Off Hours,[],[],[],[]
2023-01-16 19:32:00,0.0091453977622329,0,High deviation in 'Response Time (ms)',0.8,218.388,90.2,19,Off Hours,[],[],[],[]
2023-01-16 19:33:00,0.0095675112898279,0,High deviation in 'Response Time (ms)',1.6,192.25,92.4,19,Off Hours,[],[],[],[]
2023-01-16 19:34:00,0.0099190364661651,0,High deviation in 'Response Time (ms)',1.2,186.206,84.4,19,Off Hours,[],[],[],[]
2023-01-16 19:35:00,0.0093699306089001,0,High deviation in 'Response Time (ms)',2.4,194.52,94.8,19,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 19:36:00,0.0085882122454343,0,High deviation in 'Error Count',1.4,188.012,90.6,19,Off Hours,[],[],[],[]
2023-01-16 19:37:00,0.0080609852864348,0,High deviation in 'Throughput',1.0,177.216,85.6,19,Off Hours,[],[],[],[]
2023-01-16 19:38:00,0.0076503543273508,0,High deviation in 'Throughput',0.6,175.496,88.0,19,Off Hours,[],[],[],[]
2023-01-16 19:39:00,0.0082831024133817,0,High deviation in 'Error Count',2.4,168.636,89.2,19,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 19:40:00,0.0083783999494657,0,High deviation in 'Error Count',1.8,181.496,90.6,19,Off Hours,[],[],[],[]
2023-01-16 19:41:00,0.008461088592379,0,High deviation in 'Throughput',1.6,178.682,86.4,19,Off Hours,[],[],[],[]
2023-01-16 19:42:00,0.0090323103443846,0,High deviation in 'Error Count',1.2,208.23,93.4,19,Off Hours,[],[],[],[]
2023-01-16 19:43:00,0.0094811125389746,0,High deviation in 'Throughput',0.8,202.466,88.2,19,Off Hours,[],[],[],[]
2023-01-16 19:44:00,0.0094801625944528,0,High deviation in 'Error Count',1.0,188.692,96.8,19,Off Hours,[],[],[],[]
2023-01-16 19:45:00,0.009548143428166,0,High deviation in 'Error Count',0.6,203.558,89.6,19,Off Hours,[],[],[],[]
2023-01-16 19:46:00,0.0095178008589572,0,High deviation in 'Throughput',1.0,226.176,94.4,19,Off Hours,[],[],[],[]
2023-01-16 19:47:00,0.0098766225839486,0,High deviation in 'Response Time (ms)',0.8,223.802,84.4,19,Off Hours,[],[],[],[]
2023-01-16 19:48:00,0.0092022916831433,0,High deviation in 'Throughput',1.2,182.878,89.0,19,Off Hours,[],[],[],[]
2023-01-16 19:49:00,0.0089413149629942,0,High deviation in 'Throughput',2.8,177.942,88.0,19,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 19:50:00,0.0093943618312248,0,High deviation in 'Throughput',2.0,210.166,95.6,19,Off Hours,[],[],[],[]
2023-01-16 19:51:00,0.009088830082462,0,High deviation in 'Response Time (ms)',0.8,200.942,91.8,19,Off Hours,[],[],[],[]
2023-01-16 19:52:00,0.0102873652603231,0,High deviation in 'Response Time (ms)',2.0,216.884,98.2,19,Off Hours,[],[],[],[]
2023-01-16 19:53:00,0.0097165883269738,0,High deviation in 'Error Count',1.8,184.37,91.8,19,Off Hours,[],[],[],[]
2023-01-16 19:54:00,0.0090818446685168,0,High deviation in 'Response Time (ms)',1.6,176.536,87.4,19,Off Hours,[],[],[],[]
2023-01-16 19:55:00,0.0100985808967451,0,High deviation in 'Response Time (ms)',1.4,203.098,85.2,19,Off Hours,[],[],[],[]
2023-01-16 19:56:00,0.0113380003814149,0,High deviation in 'Response Time (ms)',1.0,201.512,87.0,19,Off Hours,[],[],[],[]
2023-01-16 19:57:00,0.0100613904717143,0,High deviation in 'Response Time (ms)',1.2,182.632,82.8,19,Off Hours,[],[],[],[]
2023-01-16 19:58:00,0.0090568903343504,0,High deviation in 'Throughput',2.6,190.20800000000003,98.0,19,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 19:59:00,0.008811904789929,0,High deviation in 'Error Count',1.2,168.038,88.8,19,Off Hours,[],[],[],[]
2023-01-16 20:00:00,0.0088591731648579,0,High deviation in 'Response Time (ms)',1.0,198.8,84.2,20,Off Hours,[],[],[],[]
2023-01-16 20:01:00,0.0092177307122502,0,High deviation in 'Response Time (ms)',2.6,204.234,89.0,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:02:00,0.0103169788124382,0,High deviation in 'Response Time (ms)',2.4,206.362,93.8,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:03:00,0.0094879766098779,0,High deviation in 'Throughput',1.2,167.012,95.8,20,Off Hours,[],[],[],[]
2023-01-16 20:04:00,0.009655806919166,0,High deviation in 'Throughput',2.8,186.572,91.4,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:05:00,0.0107481864060693,0,High deviation in 'Response Time (ms)',1.2,189.088,86.2,20,Off Hours,[],[],[],[]
2023-01-16 20:06:00,0.0107240807395643,0,High deviation in 'Error Count',2.0,172.68,81.0,20,Off Hours,[],[],[],[]
2023-01-16 20:07:00,0.0111698763469828,0,High deviation in 'Throughput',1.8,172.706,84.6,20,Off Hours,[],[],[],[]
2023-01-16 20:08:00,0.0113566770749975,0,High deviation in 'Error Count',2.0,186.214,87.0,20,Off Hours,[],[],[],[]
2023-01-16 20:09:00,0.0102070318127469,0,High deviation in 'Throughput',0.6,171.42600000000002,86.8,20,Off Hours,[],[],[],[]
2023-01-16 20:10:00,0.0103468725592698,0,High deviation in 'Error Count',1.4,184.304,88.8,20,Off Hours,[],[],[],[]
2023-01-16 20:11:00,0.0111561255486906,0,High deviation in 'Response Time (ms)',1.0,194.206,98.0,20,Off Hours,[],[],[],[]
2023-01-16 20:12:00,0.0108307081432145,0,High deviation in 'Throughput',1.6,214.06,92.6,20,Off Hours,[],[],[],[]
2023-01-16 20:13:00,0.0107467808853619,0,High deviation in 'Throughput',1.0,227.162,89.0,20,Off Hours,[],[],[],[]
2023-01-16 20:14:00,0.0105927086403202,0,High deviation in 'Throughput',2.4,152.06199999999998,94.8,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:15:00,0.0107793188340698,0,High deviation in 'Error Count',0.6,173.616,86.4,20,Off Hours,[],[],[],[]
2023-01-16 20:16:00,0.0114568771178455,0,High deviation in 'Response Time (ms)',1.6,200.394,93.0,20,Off Hours,[],[],[],[]
2023-01-16 20:17:00,0.0118447040635119,0,High deviation in 'Throughput',2.6,203.228,88.0,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:18:00,0.0114206949901783,0,High deviation in 'Response Time (ms)',2.0,179.658,90.8,20,Off Hours,[],[],[],[]
2023-01-16 20:19:00,0.0114507773353083,0,High deviation in 'Throughput',1.4,207.924,78.0,20,Off Hours,[],[],[],[]
2023-01-16 20:20:00,0.0120167068440496,0,High deviation in 'Error Count',1.6,143.472,89.4,20,Off Hours,[],[],[],[]
2023-01-16 20:21:00,0.0123100345380401,0,High deviation in 'Response Time (ms)',0.6,196.246,91.2,20,Off Hours,[],[],[],[]
2023-01-16 20:22:00,0.0118656611521805,0,High deviation in 'Throughput',1.4,153.32999999999998,86.8,20,Off Hours,[],[],[],[]
2023-01-16 20:23:00,0.0121409629440583,0,High deviation in 'Response Time (ms)',0.6,154.692,93.6,20,Off Hours,[],[],[],[]
2023-01-16 20:24:00,0.0127625452250131,0,High deviation in 'Throughput',0.8,220.456,88.2,20,Off Hours,[],[],[],[]
2023-01-16 20:25:00,0.0137407676660629,0,High deviation in 'Error Count',0.8,188.784,90.6,20,Off Hours,[],[],[],[]
2023-01-16 20:26:00,0.0140826728113333,1,High deviation in 'Response Time (ms)',1.0,202.012,84.2,20,Off Hours,[],[],[],[]
2023-01-16 20:27:00,0.0119504459253849,0,High deviation in 'Response Time (ms)',1.8,191.846,91.8,20,Off Hours,[],[],[],[]
2023-01-16 20:28:00,0.0116153764169189,0,High deviation in 'Throughput',1.2,219.618,93.6,20,Off Hours,[],[],[],[]
2023-01-16 20:29:00,0.0115557569602908,0,High deviation in 'Response Time (ms)',1.8,180.96,87.8,20,Off Hours,[],[],[],[]
2023-01-16 20:30:00,0.011205629326626,0,High deviation in 'Throughput',2.4,199.394,93.6,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:31:00,0.0108484942616058,0,High deviation in 'Response Time (ms)',1.2,183.562,88.0,20,Off Hours,[],[],[],[]
2023-01-16 20:32:00,0.0107564749663935,0,High deviation in 'Response Time (ms)',2.6,206.616,87.8,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:33:00,0.0108255934555714,0,High deviation in 'Error Count',1.2,187.36,83.8,20,Off Hours,[],[],[],[]
2023-01-16 20:34:00,0.0111156641882877,0,High deviation in 'Throughput',1.6,157.126,96.2,20,Off Hours,[],[],[],[]
2023-01-16 20:35:00,0.0107732903515363,0,High deviation in 'Throughput',2.2,183.576,96.6,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:36:00,0.0110214844041213,0,High deviation in 'Response Time (ms)',1.0,198.028,89.4,20,Off Hours,[],[],[],[]
2023-01-16 20:37:00,0.0110639904675439,0,High deviation in 'Throughput',1.4,199.286,90.4,20,Off Hours,[],[],[],[]
2023-01-16 20:38:00,0.011810942709499,0,High deviation in 'Error Count',1.4,209.266,86.8,20,Off Hours,[],[],[],[]
2023-01-16 20:39:00,0.0121558805697246,0,High deviation in 'Throughput',1.8,190.964,93.6,20,Off Hours,[],[],[],[]
2023-01-16 20:40:00,0.0114651683355935,0,High deviation in 'Throughput',0.8,174.484,85.8,20,Off Hours,[],[],[],[]
2023-01-16 20:41:00,0.0119161914409505,0,High deviation in 'Response Time (ms)',1.2,184.078,93.2,20,Off Hours,[],[],[],[]
2023-01-16 20:42:00,0.011930961014447,0,High deviation in 'Response Time (ms)',2.8,197.608,84.2,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:43:00,0.0123399129559965,0,High deviation in 'Throughput',2.4,205.35,89.6,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:44:00,0.0109202368534725,0,High deviation in 'Throughput',1.4,207.502,86.6,20,Off Hours,[],[],[],[]
2023-01-16 20:45:00,0.0102065992658128,0,High deviation in 'Error Count',0.6,203.764,87.8,20,Off Hours,[],[],[],[]
2023-01-16 20:46:00,0.0102419799597585,0,High deviation in 'Error Count',0.8,226.402,92.8,20,Off Hours,[],[],[],[]
2023-01-16 20:47:00,0.0100717439811405,0,High deviation in 'Response Time (ms)',2.2,163.68800000000002,86.8,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:48:00,0.0095015095903646,0,High deviation in 'Throughput',1.2,205.758,90.0,20,Off Hours,[],[],[],[]
2023-01-16 20:49:00,0.0103871596495102,0,High deviation in 'Response Time (ms)',1.2,211.098,84.4,20,Off Hours,[],[],[],[]
2023-01-16 20:50:00,0.011022222609279,0,High deviation in 'Error Count',2.4,168.31,85.6,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:51:00,0.0108644991731299,0,High deviation in 'Response Time (ms)',3.0,172.026,94.2,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:52:00,0.0105116560220388,0,High deviation in 'Throughput',1.0,186.204,88.4,20,Off Hours,[],[],[],[]
2023-01-16 20:53:00,0.0100555566373537,0,High deviation in 'Error Count',0.8,188.332,93.6,20,Off Hours,[],[],[],[]
2023-01-16 20:54:00,0.0109083913737831,0,High deviation in 'Error Count',1.4,196.246,84.0,20,Off Hours,[],[],[],[]
2023-01-16 20:55:00,0.0102806569490893,0,High deviation in 'Throughput',0.6,193.47,88.4,20,Off Hours,[],[],[],[]
2023-01-16 20:56:00,0.0105617351546528,0,High deviation in 'Throughput',2.2,185.028,94.8,20,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 20:57:00,0.0114815237704663,0,High deviation in 'Response Time (ms)',1.8,175.16,81.8,20,Off Hours,[],[],[],[]
2023-01-16 20:58:00,0.0115646751712817,0,High deviation in 'Throughput',0.4,158.266,91.4,20,Off Hours,[],[],[],[]
2023-01-16 20:59:00,0.0115584143683482,0,High deviation in 'Throughput',1.8,189.3,96.2,20,Off Hours,[],[],[],[]
2023-01-16 21:00:00,0.0120380220571495,0,High deviation in 'Throughput',1.0,192.524,89.2,21,Off Hours,[],[],[],[]
2023-01-16 21:01:00,0.013004811431752,0,High deviation in 'Error Count',2.2,236.12999999999997,88.0,21,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 21:02:00,0.013465393512506,0,High deviation in 'Error Count',1.8,195.852,87.0,21,Off Hours,[],[],[],[]
2023-01-16 21:03:00,0.0123203788261363,0,High deviation in 'Throughput',2.2,184.452,98.2,21,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 21:04:00,0.012587828429914,0,High deviation in 'Response Time (ms)',1.8,192.06,86.6,21,Off Hours,[],[],[],[]
2023-01-16 21:05:00,0.0126929029945654,0,High deviation in 'Error Count',0.6,181.066,85.6,21,Off Hours,[],[],[],[]
2023-01-16 21:06:00,0.0126328900723208,0,High deviation in 'Throughput',1.6,238.59,88.6,21,Off Hours,[],[],[],[]
2023-01-16 21:07:00,0.0129376259144193,0,High deviation in 'Throughput',1.6,198.324,90.0,21,Off Hours,[],[],[],[]
2023-01-16 21:08:00,0.0144324884117731,1,High deviation in 'Error Count',0.4,192.33,84.4,21,Off Hours,[],[],[],[]
2023-01-16 21:09:00,0.0145218833320419,1,High deviation in 'Throughput',1.4,178.842,86.8,21,Off Hours,[],[],[],[]
2023-01-16 21:10:00,0.0140992228947416,1,High deviation in 'Response Time (ms)',1.4,183.69,92.8,21,Off Hours,[],[],[],[]
2023-01-16 21:11:00,0.0149050525875533,1,High deviation in 'Response Time (ms)',1.2,203.186,89.8,21,Off Hours,[],[],[],[]
2023-01-16 21:12:00,0.0128095969052516,0,High deviation in 'Throughput',2.0,203.888,87.2,21,Off Hours,[],[],[],[]
2023-01-16 21:13:00,0.0130341089496549,0,High deviation in 'Throughput',1.8,188.374,87.4,21,Off Hours,[],[],[],[]
2023-01-16 21:14:00,0.0126173345069885,0,High deviation in 'Throughput',1.8,173.946,91.8,21,Off Hours,[],[],[],[]
2023-01-16 21:15:00,0.0127189023434405,0,High deviation in 'Throughput',1.8,173.872,90.8,21,Off Hours,[],[],[],[]
2023-01-16 21:16:00,0.0129517569770567,0,High deviation in 'Throughput',1.8,211.034,99.4,21,Off Hours,[],[],[],[]
2023-01-16 21:17:00,0.0124361786702172,0,High deviation in 'Response Time (ms)',1.2,194.79199999999997,86.8,21,Off Hours,[],[],[],[]
2023-01-16 21:18:00,0.011912473246906,0,High deviation in 'Error Count',1.4,179.7,91.4,21,Off Hours,[],[],[],[]
2023-01-16 21:19:00,0.011993548084362,0,High deviation in 'Response Time (ms)',1.8,172.424,88.2,21,Off Hours,[],[],[],[]
2023-01-16 21:20:00,0.0102616245852381,0,High deviation in 'Throughput',1.8,177.654,97.4,21,Off Hours,[],[],[],[]
2023-01-16 21:21:00,0.0102252411098971,0,High deviation in 'Throughput',2.0,204.878,86.0,21,Off Hours,[],[],[],[]
2023-01-16 21:22:00,0.0100535748497997,0,High deviation in 'Error Count',2.2,196.546,97.4,21,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 21:23:00,0.0098891770694808,0,High deviation in 'Error Count',1.0,221.754,85.2,21,Off Hours,[],[],[],[]
2023-01-16 21:24:00,0.0102346916196412,0,High deviation in 'Response Time (ms)',1.2,207.174,90.8,21,Off Hours,[],[],[],[]
2023-01-16 21:25:00,0.0104468426985644,0,High deviation in 'Throughput',2.4,211.142,89.8,21,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 21:26:00,0.010031844672943,0,High deviation in 'Throughput',1.2,192.696,92.2,21,Off Hours,[],[],[],[]
2023-01-16 21:27:00,0.0095402501778464,0,High deviation in 'Throughput',2.0,178.586,88.4,21,Off Hours,[],[],[],[]
2023-01-16 21:28:00,0.009844725503081,0,High deviation in 'Error Count',3.0,187.064,90.8,21,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 21:29:00,0.0093200210250727,0,High deviation in 'Throughput',1.4,135.302,87.2,21,Off Hours,[],[],[],[]
2023-01-16 21:30:00,0.0092805343663749,0,High deviation in 'Throughput',1.4,209.832,90.4,21,Off Hours,[],[],[],[]
2023-01-16 21:31:00,0.0097830638561764,0,High deviation in 'Throughput',1.4,200.548,93.6,21,Off Hours,[],[],[],[]
2023-01-16 21:32:00,0.008612786646419,0,High deviation in 'Response Time (ms)',0.8,176.632,86.8,21,Off Hours,[],[],[],[]
2023-01-16 21:33:00,0.0089952492001527,0,High deviation in 'Throughput',2.4,210.14,89.0,21,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 21:34:00,0.0102628643109812,0,High deviation in 'Response Time (ms)',1.8,209.168,96.4,21,Off Hours,[],[],[],[]
2023-01-16 21:35:00,0.0100119906255886,0,High deviation in 'Throughput',1.2,168.77,93.4,21,Off Hours,[],[],[],[]
2023-01-16 21:36:00,0.0093594005925657,0,High deviation in 'Error Count',0.8,172.14600000000002,87.4,21,Off Hours,[],[],[],[]
2023-01-16 21:37:00,0.0094663372843418,0,High deviation in 'Throughput',1.4,186.42,92.0,21,Off Hours,[],[],[],[]
2023-01-16 21:38:00,0.008916672314865,0,High deviation in 'Error Count',0.6,204.156,85.8,21,Off Hours,[],[],[],[]
2023-01-16 21:39:00,0.0091736931839437,0,High deviation in 'Response Time (ms)',0.8,206.212,87.8,21,Off Hours,[],[],[],[]
2023-01-16 21:40:00,0.0095354343048224,0,High deviation in 'Throughput',1.0,211.986,85.0,21,Off Hours,[],[],[],[]
2023-01-16 21:41:00,0.0099046811381814,0,High deviation in 'Response Time (ms)',1.0,208.424,89.8,21,Off Hours,[],[],[],[]
2023-01-16 21:42:00,0.0097067141262671,0,High deviation in 'Response Time (ms)',0.8,206.83,97.6,21,Off Hours,[],[],[],[]
2023-01-16 21:43:00,0.009809180719512,0,High deviation in 'Throughput',2.2,178.94,87.8,21,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 21:44:00,0.0093011732138512,0,High deviation in 'Throughput',1.0,210.484,93.4,21,Off Hours,[],[],[],[]
2023-01-16 21:45:00,0.009451168719243,0,High deviation in 'Throughput',1.4,216.57200000000003,91.8,21,Off Hours,[],[],[],[]
2023-01-16 21:46:00,0.0099085192848776,0,High deviation in 'Error Count',2.2,190.71,90.6,21,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 21:47:00,0.0095447987481945,0,High deviation in 'Throughput',2.2,222.91,93.0,21,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 21:48:00,0.0102380775361147,0,High deviation in 'Response Time (ms)',1.4,207.686,88.2,21,Off Hours,[],[],[],[]
2023-01-16 21:49:00,0.0100798274193308,0,High deviation in 'Response Time (ms)',1.4,199.744,90.6,21,Off Hours,[],[],[],[]
2023-01-16 21:50:00,0.0104859347950694,0,High deviation in 'Throughput',1.4,195.132,96.8,21,Off Hours,[],[],[],[]
2023-01-16 21:51:00,0.0089738126969879,0,High deviation in 'Response Time (ms)',1.0,144.24200000000002,89.0,21,Off Hours,[],[],[],[]
2023-01-16 21:52:00,0.0082674224357705,0,High deviation in 'Throughput',1.0,202.79199999999997,94.6,21,Off Hours,[],[],[],[]
2023-01-16 21:53:00,0.0088000731520254,0,High deviation in 'Throughput',1.6,180.2,86.4,21,Off Hours,[],[],[],[]
2023-01-16 21:54:00,0.0094764291552055,0,High deviation in 'Error Count',1.8,185.774,86.2,21,Off Hours,[],[],[],[]
2023-01-16 21:55:00,0.0090221127103747,0,High deviation in 'Throughput',0.4,192.476,89.0,21,Off Hours,[],[],[],[]
2023-01-16 21:56:00,0.0092218858052721,0,High deviation in 'Response Time (ms)',1.4,181.224,91.4,21,Off Hours,[],[],[],[]
2023-01-16 21:57:00,0.0090789993335098,0,High deviation in 'Response Time (ms)',2.2,172.922,87.0,21,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 21:58:00,0.0089313765569334,0,High deviation in 'Throughput',1.4,171.792,89.0,21,Off Hours,[],[],[],[]
2023-01-16 21:59:00,0.0080056501880938,0,High deviation in 'Response Time (ms)',1.6,189.776,82.4,21,Off Hours,[],[],[],[]
2023-01-16 22:00:00,0.0081519443441211,0,High deviation in 'Error Count',0.6,179.2,86.8,22,Off Hours,[],[],[],[]
2023-01-16 22:01:00,0.0078920212883997,0,High deviation in 'Throughput',0.6,211.892,85.6,22,Off Hours,[],[],[],[]
2023-01-16 22:02:00,0.0080804955808167,0,High deviation in 'Throughput',1.0,199.162,93.0,22,Off Hours,[],[],[],[]
2023-01-16 22:03:00,0.0070876812278,0,High deviation in 'Throughput',1.0,211.47600000000003,97.4,22,Off Hours,[],[],[],[]
2023-01-16 22:04:00,0.0073925275769901,0,High deviation in 'Response Time (ms)',0.8,176.294,93.4,22,Off Hours,[],[],[],[]
2023-01-16 22:05:00,0.0073177653613476,0,High deviation in 'Throughput',1.0,163.738,93.8,22,Off Hours,[],[],[],[]
2023-01-16 22:06:00,0.0068035447727623,0,High deviation in 'Throughput',2.0,204.384,90.8,22,Off Hours,[],[],[],[]
2023-01-16 22:07:00,0.0068354678402958,0,High deviation in 'Throughput',1.8,191.546,87.8,22,Off Hours,[],[],[],[]
2023-01-16 22:08:00,0.0071742111367428,0,High deviation in 'Response Time (ms)',1.6,170.156,83.4,22,Off Hours,[],[],[],[]
2023-01-16 22:09:00,0.0073652034265002,0,High deviation in 'Response Time (ms)',1.0,184.924,95.8,22,Off Hours,[],[],[],[]
2023-01-16 22:10:00,0.007600848315505,0,High deviation in 'Throughput',1.4,183.424,95.0,22,Off Hours,[],[],[],[]
2023-01-16 22:11:00,0.0074611402599923,0,High deviation in 'Throughput',1.2,177.82199999999995,85.0,22,Off Hours,[],[],[],[]
2023-01-16 22:12:00,0.0073833253899236,0,High deviation in 'Throughput',2.6,207.67200000000005,91.8,22,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 22:13:00,0.0070870737164509,0,High deviation in 'Response Time (ms)',1.2,200.308,87.6,22,Off Hours,[],[],[],[]
2023-01-16 22:14:00,0.0065497645197289,0,High deviation in 'Throughput',0.8,188.794,91.8,22,Off Hours,[],[],[],[]
2023-01-16 22:15:00,0.0069437974677361,0,High deviation in 'Throughput',2.4,192.06599999999997,88.0,22,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 22:16:00,0.0078902200887574,0,High deviation in 'Response Time (ms)',2.0,174.41,91.4,22,Off Hours,[],[],[],[]
2023-01-16 22:17:00,0.0087142343942014,0,High deviation in 'Error Count',1.6,187.02,87.4,22,Off Hours,[],[],[],[]
2023-01-16 22:18:00,0.0095694015755301,0,High deviation in 'Response Time (ms)',1.8,195.518,84.8,22,Off Hours,[],[],[],[]
2023-01-16 22:19:00,0.0096310043117458,0,High deviation in 'Error Count',1.8,198.526,94.8,22,Off Hours,[],[],[],[]
